CollectionType,Version,RuleID,Severity,ErrorMessage,SeverityFIS
ILR1718,41,PriorLearnFundAdj_02,W,The Funding adjustment for prior learning should be completed when the Restart indicator is returned,W
ILR1718,41,PriorLearnFundAdj_03,W,The Funding adjustment for prior learning field should be completed for this learning aim,W
ILR1718,41,OtherFundAdj_01,E,The Other funding adjustment must not be returned for this Funding model,E
ILR1718,41,ConRefNumber_01,E,The Contract reference number is not valid,E
ILR1718,41,ConRefNumber_02,E,The Contract reference number must be returned for ESF funded aims,E
ILR1718,41,ConRefNumber_03,E,The Contract reference number must not be returned for this Funding model,E
ILR1718,41,EPAOrgID_01,E,The end point assessment organisation is not valid for this standard on this planned end date.,E
ILR1718,41,EPAOrgID_02,E,The End point assessment organisation payment record has been returned but there is no record of the End point assessment organisation.,E
ILR1718,41,EPAOrgID_03,E,The End point assessment organisation has been returned but there is no record of the associated financial record.,E
ILR1718,41,EmpOutcome_01,E,The Employment outcome must not be returned for this Funding model,E
ILR1718,41,EmpOutcome_02,E,This Employment outcome is not a valid code,E
ILR1718,41,EmpOutcome_03,E,The Employment outcome must not be returned for apprenticeships,E
ILR1718,41,EmpOutcome_04,W,The Employment outcome should not be returned where there is no Benefit status indicator,W
ILR1718,41,CompStatus_01,E,This Completion status is not a valid code,E
ILR1718,41,CompStatus_02,E,The Learning actual end date must not be returned for this Completion status,E
ILR1718,41,CompStatus_03,E,The Learning actual end date must be returned for this Completion status,E
ILR1718,41,CompStatus_04,E,The Outcome must be returned for this completion status,E
ILR1718,41,CompStatus_05,E,The Completion status is not valid for this Outcome,E
ILR1718,41,CompStatus_06,E,The Completion status is not valid for this Outcome,E
ILR1718,41,LearnActEndDate_01,E,The Learning actual end date must be after the Learning start date,E
ILR1718,41,LearnActEndDate_02,W,The Learning actual end date should be before the end of the current teaching year,W
ILR1718,41,LearnActEndDate_03,E,The Learning actual end date must be before the end of the following teaching year,E
ILR1718,41,LearnActEndDate_04,E,The Learning actual end date must be before the file preparation date,E
ILR1718,41,WithdrawReason_02,E,This Withdrawal reason is not a valid code,E
ILR1718,41,WithdrawReason_03,E,The Withdrawal reason must be returned for this Completion status,E
ILR1718,41,WithdrawReason_04,E,The Withdrawal reason must not be returned for this Completion status,E
ILR1718,41,WithdrawReason_05,E,The Withdrawal reason is only valid for OLASS - Offenders in custody,E
ILR1718,41,Outcome_01,E,This Outcome is not a valid code,E
ILR1718,41,Outcome_04,E,The Achievement date must not be returned for this Outcome,E
ILR1718,41,Outcome_05,E,The Learning actual end date must be returned for this Outcome,E
ILR1718,41,Outcome_07,E,There must be a Destination and progression record returned for this Outcome,E
ILR1718,41,Outcome_08,E,There must be a Destination and progression record returned for this Outcome,E
ILR1718,41,Outcome_09,E,The Completion status is not valid for this Outcome,E
ILR1718,41,AchDate_02,W,The Achievement date should not be after the current teaching year end date,W
ILR1718,41,AchDate_03,E,The Achievement date must not be before the Learning start date,E
ILR1718,41,AchDate_04,E,The Learning actual end date must be returned for this Achievement date,E
ILR1718,41,AchDate_05,E,The Achievement date must be after the Learning actual end date,E
ILR1718,41,AchDate_07,E,The Achievement date must be before the file preparation date,E
ILR1718,41,AchDate_08,E,The Achievement date must be completed for apprenticeship standards and traineeship programmes with a status of achieved,E
ILR1718,41,AchDate_09,E,The Achievement date must not be completed for aims that are not traineeship or apprenticeship standard programme aims,E
ILR1718,41,AchDate_10,E,The Achievement date must not be more than 6 months after the Learning actual end date,E
ILR1718,41,OutGrade_01,E,This Outcome grade is not a valid code,E
ILR1718,41,OutGrade_03,W,This Outcome grade is not valid for this level of qualification,W
ILR1718,41,OutGrade_04,E,The Outcome grade must not be returned for this Outcome,E
ILR1718,41,OutGrade_05,E,This Outcome grade is not valid for this Outcome,E
ILR1718,41,OutGrade_06,E,This Outcome grade is not valid for this Outcome,E
ILR1718,41,OutGrade_07,E,This Outcome grade is not valid for this type of qualification,E
ILR1718,41,SWSupAimId_01,W,This Software supplier aim identifier is not in the correct format,W
ILR1718,41,LearnDelFAMType_01,E,The Source of funding must be returned,E
ILR1718,41,LearnDelFAMType_02,E,The Full or co-funding indicator must be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_03,E,The Community Learning provision type must be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_04,E,This FAM type and code is not valid,E
ILR1718,41,LearnDelFAMType_06,E,This FAM type and code is not valid for this Learning start date,E
ILR1718,41,LearnDelFAMType_07,E,The Source of funding is not valid for this Funding model,E
ILR1718,41,LearnDelFAMType_08,E,The Source of funding is not valid for this Funding model,E
ILR1718,41,LearnDelFAMType_09,E,The Source of funding is not valid for this Funding model,E
ILR1718,41,LearnDelFAMType_14,E,The Eligibility for enhanced apprenticeship funding is only valid for apprenticeship aims,E
ILR1718,41,LearnDelFAMType_15,E,This Learning delivery monitoring code must not be returned where the Learning actual end date is completed,E
ILR1718,41,LearnDelFAMType_16,E,This Learning delivery monitoring code is not valid for this file preparation date,E
ILR1718,41,LearnDelFAMType_18,E,"There must not be more than one record with a FAM type of SOF, FFI,  EEF, RES, ADL, ASL, SPP, NSA, WPP, POD or FLN",E
ILR1718,41,LearnDelFAMType_20,E,There must not be more than three occurrences with a FAM type of HEM,E
ILR1718,41,LearnDelFAMType_22,E,The Full or co-funding indicator must not be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_24,E,This FAM Type is not valid for this learning aim start date,E
ILR1718,41,LearnDelFAMType_27,E,The ASL provision type must not be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_30,E,The Learning Delivery HE record must be returned for this FAM type,E
ILR1718,41,LearnDelFAMType_31,E,There must not be more than four occurrences for the FAM type LDM,E
ILR1718,41,LearnDelFAMType_35,E,The Advanced Learner Loans indicator must not be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_36,E,The Advanced Learner Loans indicator must be completed where the Advanced Learner Loans Bursary funding indicator has been returned,E
ILR1718,41,LearnDelFAMType_38,E,The Advanced Learner Loans Bursary fund indicator is not required for this Funding mode,E
ILR1718,41,LearnDelFAMType_39,W,The FAM type LDM should be returned for this Funding model,W
ILR1718,41,LearnDelFAMType_40,E,The Advanced Learner Loans indicator must not be returned for apprenticeships,E
ILR1718,41,LearnDelFAMType_44,E,The Household situation must be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_45,E,There must not be more than two occurrences of Household Situation,E
ILR1718,41,LearnDelFAMType_46,E,The Funding model must be Adult skills,E
ILR1718,41,LearnDelFAMType_48,E,The combination of Household situation codes is not valid,E
ILR1718,41,LearnDelFAMType_50,E,Learning Support Funding must not be returned for this Funding model,E
ILR1718,41,LearnDelFAMType_53,E,These FAM types must not be used by grant funded providers,E
ILR1718,41,LearnDelFAMType_54,E,The combination of EEF and FFI codes is not valid,E
ILR1718,41,LearnDelFAMType_56,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_57,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_58,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_59,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_60,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_61,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_62,W,The Prior attainment is not valid for this learning aim,W
ILR1718,41,LearnDelFAMType_63,E,The Apprenticeship contract type must not be returned for this learning aim,E
ILR1718,41,LearnDelFAMType_64,E,The Apprenticeship contract type must be returned for this learning aim,E
ILR1718,41,LearnDelFAMType_65,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_66,E,The Full funding indicator is not valid for this learning aim,E
ILR1718,41,LearnDelFAMType_67,E,Learning support funding must only be recorded on a programme aim or English/maths aim for apprenticeship funded programmes,E
ILR1718,41,LearnDelFAMType_68,E,LDM356 can only be recorded on a Funding model 36 programme aim,E
ILR1718,41,LearnDelFAMType_69,E,LDM357 can only be recorded on Funding models 35 or 10 and starting on or after 1st November 2017,E
ILR1718,41,LearnDelFAMType_70,E,LDM358 can only be recorded against contracts between 1st January and 31 March 2018,E
ILR1718,41,LearnDelFAMType_71,E,There should be an ACT 2 record for this LDM code,E
ILR1718,41,LearnDelFAMDateFrom_01,E,The Date applies from or the Date applies to must be returned for this FAM type,E
ILR1718,41,LearnDelFAMDateFrom_02,E,The Date applies from must be after the Learning start date,E
ILR1718,41,LearnDelFAMDateFrom_03,E,The Date applies from must not be returned for this FAM type,E
ILR1718,41,LearnDelFAMDateFrom_04,E,The Date applies from must be returned for this FAM type,E
ILR1718,41,LearnDelFAMDateTo_01,E,The Date applies to must not be before the Date applies from for this FAM type,E
ILR1718,41,LearnDelFAMDateTo_02,W,The Date applies to should not be after the Learning planned end date,W
ILR1718,41,LearnDelFAMDateTo_03,E,The Date applies to must not be after the Learning actual end date,E
ILR1718,41,LearnDelFAMDateTo_04,E,The Date applies to must not be returned for this FAM type,E
ILR1718,41,WorkPlaceStartDate_01,E,The Work Placement record must be returned for this learning aim,E
ILR1718,41,WorkPlaceStartDate_02,E,The Work placement start date must be after the Learning start date,E
ILR1718,41,WorkPlaceStartDate_03,E,A Work placement record must not be returned for this learning aim,E
ILR1718,41,WorkPlaceEndDate_01,E,The Work placement end date must be after the Work placement start date,E
ILR1718,41,WorkPlaceEndDate_02,E,The Work placement end date must be before the Learning actual end date,E
ILR1718,41,WorkPlaceMode_01,E,The Work placement mode must be a valid code,E
ILR1718,41,WorkPlaceEmpId_01,E,The Work placement employer identifier is not valid,E
ILR1718,41,WorkPlaceEmpId_02,E,The Work placement employer identifier does not pass the checksum calculation,E
ILR1718,41,WorkPlaceEmpId_03,W,The Work placement employer identifier should not be used,W
ILR1718,41,WorkPlaceEmpId_04,E,The Work placement employer identifier must not be used,E
ILR1718,41,WorkPlaceEmpId_05,E,The Work placement employer identifier must be returned,E
ILR1718,41,AFinType_01,E,A Apprenticeship Financial Record for the Total training price must be returned,E
ILR1718,41,AFinType_02,E,The financial type and code is not valid,E
ILR1718,41,AFinType_04,E,The Apprenticeship Financial Record must not be returned for this learning aim,E
ILR1718,41,AFinType_05,E,There must not be more than ten occurrences of AFinType TNP,E
ILR1718,41,AFinType_06,E,There must not be consecutive TNP records with the same Type and Amount,E
ILR1718,41,AFinType_07,E,A financial record for the total assessment price must be returned,E
ILR1718,41,AFinType_08,E,This Financial code must not be used for this funding mode,E
ILR1718,41,AFinType_09,E,The  Apprenticeship Financial Record must be returned for this learning aim,E
ILR1718,41,AFinType_10,W,The end-point assessment price should be returned,W
ILR1718,41,AFinType_11,E,This Financial code must not be used for apprenticeship frameworks,E
ILR1718,41,AFinType_12,E,The price must be returned for this programme,E
ILR1718,41,AFinType_13,E,There must be a price record that applies from the start of the programme,E
ILR1718,41,AFinType_14,E,A financial record for the training price must be returned,E
ILR1718,41,AFinDate_01,E,The apprenticeship financial record date must not be more than one year before the start of the apprenticeship programme,E
ILR1718,41,AFinDate_02,W,The apprenticeship financial record date must not be more than two years after the Learning planned end date of the apprenticeship programme,W
ILR1718,41,AFinDate_03,E,The apprenticeship financial record date must not be after the file preparation date,E
ILR1718,41,AFinDate_04,E,The price must not be after the learning actual end date,E
ILR1718,41,AFinDate_05,E,A total training price must not be returned after a residual training price has been recorded,E
ILR1718,41,AFinDate_06,E,A total assessment price must not be returned after a residual assessment price has been recorded,E
ILR1718,41,AFinDate_07,E,A total training price and residual training price record must not have the same financial date,E
ILR1718,41,AFinDate_08,E,A total assessment price and residual assessment price record must not have the same financial date,E
ILR1718,41,AFinDate_09,E,The apprenticeship financial record date must not be more than one year before the start of the apprenticeship programme,E
ILR1718,41,AFinDate_12,E,The apprenticeship financial record date should not be more than one year after the Learning planned end date of the apprenticeship programme,E
ILR1718,41,ProvSpecDelMonOccur_01,E,"This Provider specified delivery monitoring occurrence is not 'A', 'B', 'C' or 'D'",E
ILR1718,41,LearnerHE_02,E,A Learning Delivery HE record must be returned,E
ILR1718,41,TTACCOM_01,E,This Term time accommodation is not a valid code,E
ILR1718,41,TTACCOM_02,E,This Term time accommodation is not a valid code for this Learning start date,E
ILR1718,41,TTACCOM_04,E,The Term time accommodation must be returned for this learning aim,E
ILR1718,41,FINTYPE_01,E,This Financial support type is not a valid code,E
ILR1718,41,FINTYPE_02,E,"There must not be more than one record with a Financial support type of Cash, Near cash, Accommodation discounts, or Other",E
ILR1718,41,LearningDeliveryHE_02,E,A Learning Delivery HE record must be returned for this Source of funding,E
ILR1718,41,LearningDeliveryHE_03,E,A Learning Delivery HE record must be returned for this learning aim,E
ILR1718,41,LearningDeliveryHE_06,E,A Learning Delivery HE record must not be returned for this learning aim,E
ILR1718,41,LearningDeliveryHE_07,E,A Learning Delivery HE record must be returned for this learning aim,E
ILR1718,41,LearningDeliveryHE_08,E,A Learning Delivery HE record must be returned for this learning aim,E
ILR1718,41,NUMHUS_01,E,The Student instance identifier must be returned for this learning aim,E
ILR1718,41,SSN_02,E,The Student support number does not pass the checksum calculation,E
ILR1718,41,QUALENT3_01,E,The Qualification on entry must be returned for this learning aim,E
ILR1718,41,QUALENT3_02,E,The Qualification on entry is not a valid code,E
ILR1718,41,QUALENT3_03,E,The Qualification on entry is not a valid code for this Learning start date,E
ILR1718,41,SOC2000_02,E,The Occupation code must be returned for this learning aim,E
ILR1718,41,SOC2000_03,E,The Occupation code is not a valid code,E
ILR1718,41,SOC2000_04,E,This Occupation code is not a valid code,E
ILR1718,41,SEC_01,E,This Socio-economic indicator is not a valid code,E
ILR1718,41,SEC_02,E,The Socio-economic indicator must be returned for this learning aim,E
ILR1718,41,UCASAPPID_01,E,The UCAS application code must be returned for this learning aim,E
ILR1718,41,TYPEYR_01,E,This Type of instance year is not a valid code,E
ILR1718,41,TYPEYR_02,E,The Type of instance year is not valid for this Completion of year of instance,E
ILR1718,41,MODESTUD_01,E,This Mode of study is not a valid code,E
ILR1718,41,MODESTUD_03,E,The Mode of study is not valid for this Special fee indicator,E
ILR1718,41,FUNDLEV_01,E,This Level applicable to Funding Council HEIFES is not a valid code,E
ILR1718,41,FUNDLEV_02,W,The Level applicable to Funding Council HEIFES is not valid for this type of learning aim,W
ILR1718,41,FUNDLEV_03,W,The Level applicable to Funding Council HEIFES is not valid for this type of learning aim,W
ILR1718,41,FUNDCOMP_01,E,This Completion of year of instance is not valid,E
ILR1718,41,STULOAD_04,E,The Student instance FTE must be returned for this learning aim,E
ILR1718,41,MSTUFEE_01,E,The Major source of tuition fees is not valid,E
ILR1718,41,MSTUFEE_02,E,The Major source of tuition fees is not valid for this Learning start date,E
ILR1718,41,MSTUFEE_03,W,The Major source of tuition fees is not consistent with the Domicile,W
ILR1718,41,MSTUFEE_04,W,The Major source of tuition fees is not consistent with the Domicile,W
ILR1718,41,MSTUFEE_05,W,The Major source of tuition fees is not consistent with the Domicile,W
ILR1718,41,PCOLAB_01,E,The Percentage not taught by this institution must be returned for this learning aim,E
ILR1718,41,PCFLDCS_01,E,The total of the three Percentage taught in LDCS subject fields must equal 100%,E
ILR1718,41,PCFLDCS_02,E,The Percentage taught in first LDCS subject must be returned for this learning aim,E
ILR1718,41,PCFLDCS_03,E,The Percentage taught in first LDCS subject must not be returned for this learning aim,E
ILR1718,41,PCSLDCS_01,E,The Percentage taught in second LDCS subject must be returned for this learning aim,E
ILR1718,41,PCSLDCS_02,E,The Percentage taught in second LDCS subject must not be returned for this learning aim,E
ILR1718,41,PCTLDCS_01,E,The Percentage taught in third LDCS subject must be returned for this learning aim,E
ILR1718,41,PCTLDCS_02,E,The Percentage taught in third LDCS subject must not be returned for this learning aim,E
ILR1718,41,SPECFEE_01,E,This Special fee indicator is not valid,E
ILR1718,41,SPECFEE_02,E,The Special fee indicator is not valid for this Mode of study,E
ILR1718,41,NETFEE_01,E,The Net tuition fee must be returned for this learning aim,E
ILR1718,41,NETFEE_02,W,The Net tuition fee should not be greater than £9000,W
ILR1718,41,GROSSFEE_01,E,The Gross tuition fee must be returned for this learning aim,E
ILR1718,41,GROSSFEE_02,E,The Gross tuition fee must be equal to or greater than the Net tuition fee,E
ILR1718,41,GROSSFEE_03,E,The Gross tuition fee must not be greater than £30000,E
ILR1718,41,DOMICILE_01,E,The Domicile must be returned for this learning aim,E
ILR1718,41,DOMICILE_02,E,The Domicile is not a valid code,E
ILR1718,41,ELQ_01,E,The ELQ must be returned for this learning aim,E
ILR1718,41,ELQ_02,E,The ELQ is not a valid code,E
ILR1718,41,HEPostCode_01,W,The HE centre location postcode should be a valid postcode on the list of complete UK postcodes table or be ZZ99 9ZZ,W
ILR1718,41,HEPostCode_02,E,The Postcode must conform to the valid postcode format,E
ILR1718,41,OutULN_01,E,This Unique learner number does not pass the checksum calculation,E
ILR1718,41,OutULN_02,E,This Unique learner number is not valid,E
ILR1718,41,OutType_01,E,This Outcome type and code is not valid,E
ILR1718,41,OutType_02,E,"There is more than one record with the same start date and an Outcome type of EMP, NPE, VOL, GAP, SDE, or OTH",E
ILR1718,41,OutType_03,E,There must not be more than two records with the same start date and an Outcome type of EDU,E
ILR1718,41,OutType_04,E,There must not be DPOutcome records of both In Paid Employment and Not in paid Employment with the same Outcome start date,E
ILR1718,41,OutType_05,E,The Outcome start date must not be after the 'valid to' date in the OutType Code table,E
ILR1718,41,OutStartDate_01,E,The Outcome start date must not be more then 3 years before the start of the current teaching year,E
ILR1718,41,OutStartDate_02,E,The Outcome start date must not be more than 1 year after the end of the current teaching year,E
ILR1718,41,OutEndDate_01,E,The Outcome end date must not be before the Outcome start date,E
ILR1718,41,OutCollDate_01,E,The Outcome collection date must not be after the file preparation date,E
ILR1718,41,OutCollDate_02,E,The Outcome collection date must not be more than 3 years before the start of the current teaching year,E
ILR1718,41,R06,E,There must not be more than one Learner record with the same Learner reference number,E
ILR1718,41,R07,E,There must not be more than one Learning Delivery record with the same Learner reference number and Aim sequence number combination,E
ILR1718,41,R20,E,The learner must not have more than one competency aim at the same time,E
ILR1718,41,R29,E,"All open aims that are part of a programme must have the same Framework code, Apprenticeship pathway and Standard code (if returned)",E
ILR1718,41,R30,E,"All aims that are part of a programme must have a corresponding programme aim with the same Programme type, Framework code and Apprenticeship pathway (if returned)",E
ILR1718,41,R31,E,"An open programme must have an associated learning aim with the same Programme type, Framework code, Apprenticeship pathway and Standard code (if returned)",E
ILR1718,41,R43,E,The learner must not have more than one Learner Employment status record with the same Date employment status applies,E
ILR1718,41,R45,E,The learner must not have more than one LLDD and Health Problem record with the same LLDD and health problem category,E
ILR1718,41,R47,E,The learner must not have more than one Learner Contact Preference record with the same Contact preference type and Contact preference code,E
ILR1718,41,R49,E,The learner must not have more than one Learner Provider Specified Monitoring record with the same occurrence code,E
ILR1718,41,R50,E,The learning aim must not have more than one Learning Delivery Provider Specified Monitoring record with the same occurrence code,E
ILR1718,41,R51,E,The learner must not have more than one Learner Funding and Monitoring record with the same FAM type and code,E
ILR1718,41,R52,E,The learning aim must not have more than one Learning Delivery FAM record with the same FAM type and code,E
ILR1718,41,R56,E,An SFA or EFA funded component aim must not have a non-funded programme aim,E
ILR1718,41,R58,E,The learner must not have more than one core aim at the same time,E
ILR1718,41,R59,W,The ILR file should not have more than one record with the same ULN,W
ILR1718,41,R61,E,The learning aim must not have more than one Learning Support Funding record at the same time,E
ILR1718,41,R62,E,The learning aim must not have more than one Advanced Learner Loans Bursary funding record at the same time,E
ILR1718,41,R63,E,The learner must have a core aim for this Funding model,E
ILR1718,41,R64,E,"The learner must not have more than one competency aim with the same Programme type, Framework code and Apprenticeship pathway where an earlier competency aim has been achieved",E
ILR1718,41,R66,E,"All funded component aims must have a corresponding programme aim with the same Programme type, Framework code, Pathway code or Standard code (where applicable)",E
ILR1718,41,R67,E,The learner must not have more than one Learning Delivery Work Placement record with the same Work placement start date and Work placement employer identifier,E
ILR1718,41,R68,E,"The learner must not have more than one Apprenticeship Financial Record with the same Apprenticeship financial type, code and date",E
ILR1718,41,R69,E,"The learner must not have more than one DPOutcome record with the same Outcome type, code and start date",E
ILR1718,41,R70,E,All aims that are part of an apprenticeship standard programme must have a corresponding programme aim with the same standard code.,E
ILR1718,41,R71,E,There must not be more than one Learner Destination and Progression record with the same Learner reference number,E
ILR1718,41,R72,E,The payment amounts must not exceed the employer contribution proportion of the total negotiated price,E
ILR1718,41,R73,E,The payment amounts must not exceed the employer contribution proportion of the total negotiated price,E
ILR1718,41,R75,W,The sum of the Apprenticeship financial payment amounts should not be less than zero,W
ILR1718,41,R85,E,The ULN for this learner must match between the Learner entity and the Learner Destination and Progression entity,E
ILR1718,41,R89,E,The Learning actual end date for the latest programme aim must not be before the Learning actual end date of the latest component aim (not including English and maths),E
ILR1718,41,R90,E,The Learning actual end date of the component aims must be returned for this programme,E
ILR1718,41,R91,E,There must be a completed ZESF0001 learning aim for this learner,E
ILR1718,41,R92,E,There must not be more than one ZESF0001 learning aim for this contract,E
ILR1718,41,R96,E,The learner must not have more than one Learning Delivery Work Placement record with the same Work placement start date,E
ILR1718,41,R97,E,"The learner must not have consecutive Learner Employment status records with the same Employment status, Employer identifier and Employment Status Monitoring",E
ILR1718,41,R99,E,The learner must not have more than one programme aim at the same time,E
ILR1718,41,R100,E,There must be an assessment price recorded,E
ILR1718,41,R101,E,The learning aim must not have more than one Apprenticeship contract type record at the same time,E
ILR1718,41,R102,E,The aim must have an Apprenticeship contract type in the first day,E
ILR1718,41,R104,E,There must be an apprenticeship contract type for the full duration of the aim,E
ILR1718,41,R105,E,The learner must not have different Apprenticeship contract types recorded at the same time,E
ILR1718,41,R106,E,There must not be more than one LSF record at the same time,E
ILR1718,41,R107,W,There should be a Learner Destination and Progression record present,W
ILR1718,41,R108,E,There must be a Learner Destination and Progression record present,E
ILR1718,41,R110,E,The employment status is not valid for this apprenticeship contract type,E
ILR1718,41,R111,E,The apprenticeship contract type is not valid for this employment status,E
ILR1718,41,R112,E,There must be a Date applies to that matches the Learning actual end date for this aim.,E
ILR1718,41,R113,E,"The Learning actual end date is not known, then the Date applies to record must not be returned.",E
ILR1718,41,R114,E,The learner is currently apprenticeship funded and cannot start an Adult skills funded English/maths aim,E
ILR1718,41,R115,E,"The learner must not have more than one Apprenticeship Financial Record with the same Apprenticeship financial type, code and date",E
ILR1718,41,R116,W,The sum of the Apprenticeship financial payment amounts should not be less than zero,W
ILR1718,41,R117,E,All component aims with LDM357 must have a corresponding programme aim with the same learning delivery monitoring type and code,E
ILR1718,41,R118,E,All programme aims with LDM357 must have a corresponding component aim with the same learning delivery monitoring type and code,E
ILR1718,41,FD_LearnRefNumber_AP,E,The LearnRefNumber does not match the validation pattern,E
ILR1718,41,FD_PrevLearnRefNumber_AP,E,The PrevLearnRefNumber does not match the validation pattern,E
ILR1718,41,FD_FamilyName_AP,E,The FamilyName does not match the validation pattern,E
ILR1718,41,FD_GivenNames_AP,E,The GivenNames does not match the validation pattern,E
ILR1718,41,FD_Sex_AP,E,The Sex does not match the validation pattern,E
ILR1718,41,FD_NINumber_AP,E,The NINumber does not match the validation pattern,E
ILR1718,41,FD_MathGrade_AP,E,The MathGrade does not match the validation pattern,E
ILR1718,41,FD_EngGrade_AP,E,The EngGrade does not match the validation pattern,E
ILR1718,41,FD_PostcodePrior_AP,E,The PostcodePrior does not match the validation pattern,E
ILR1718,41,FD_Postcode_AP,E,The Postcode does not match the validation pattern,E
ILR1718,41,FD_AddLine1_AP,E,The AddLine1 does not match the validation pattern,E
ILR1718,41,FD_AddLine2_AP,E,The AddLine2 does not match the validation pattern,E
ILR1718,41,FD_AddLine3_AP,E,The AddLine3 does not match the validation pattern,E
ILR1718,41,FD_AddLine4_AP,E,The AddLine4 does not match the validation pattern,E
ILR1718,41,FD_TelNo_AP,E,The TelNo does not match the validation pattern,E
ILR1718,41,FD_Email_AP,E,The Email does not match the validation pattern,E
ILR1718,41,FD_ContPrefType_AP,E,The ContPrefType does not match the validation pattern,E
ILR1718,41,FD_LearnFAMType_AP,E,The LearnFAMType does not match the validation pattern,E
ILR1718,41,FD_ProvSpecLearnMonOccur_AP,E,The ProvSpecLearnMonOccur does not match the validation pattern,E
ILR1718,41,FD_ProvSpecLearnMon_AP,E,The ProvSpecLearnMon does not match the validation pattern,E
ILR1718,41,FD_ESMType_AP,E,The ESMType does not match the validation pattern,E
ILR1718,41,FD_UCASPERID_AP,E,The UCASPERID does not match the validation pattern,E
ILR1718,41,FD_LearnAimRef_AP,E,The LearnAimRef does not match the validation pattern,E
ILR1718,41,FD_DelLocPostCode_AP,E,The DelLocPostCode does not match the validation pattern,E
ILR1718,41,FD_ConRefNumber_AP,E,The ConRefNumber does not match the validation pattern,E
ILR1718,41,FD_EPAOrgID_AP,E,The EPAOrgID does not match the validation pattern,E
ILR1718,41,FD_OutGrade_AP,E,The OutGrade does not match the validation pattern,E
ILR1718,41,FD_SWSupAimId_AP,E,The SWSupAimId does not match the validation pattern,E
ILR1718,41,FD_LearnDelFAMType_AP,E,The LearnDelFAMType does not match the validation pattern,E
ILR1718,41,FD_LearnDelFAMCode_AP,E,The LearnDelFAMCode does not match the validation pattern,E
ILR1718,41,FD_AFinType_AP,E,The AFinType does not match the validation pattern,E
ILR1718,41,FD_ProvSpecDelMonOccur_AP,E,The ProvSpecDelMonOccur does not match the validation pattern,E
ILR1718,41,FD_ProvSpecDelMon_AP,E,The ProvSpecDelMon does not match the validation pattern,E
ILR1718,41,FD_NUMHUS_AP,E,The NUMHUS does not match the validation pattern,E
ILR1718,41,FD_SSN_AP,E,The SSN does not match the validation pattern,E
ILR1718,41,FD_QUALENT3_AP,E,The QUALENT3 does not match the validation pattern,E
ILR1718,41,FD_UCASAPPID_AP,E,The UCASAPPID does not match the validation pattern,E
ILR1718,41,FD_DOMICILE_AP,E,The DOMICILE does not match the validation pattern,E
ILR1718,41,FD_HEPostCode_AP,E,The HEPostCode does not match the validation pattern,E
ILR1718,41,FD_DP_LearnRefNumber_AP,E,The LearnRefNumber does not match the validation pattern,E
ILR1718,41,FD_DP_OutType_AP,E,The OutType does not match the validation pattern,E
ILR1718,41,FD_LearnRefNumber_MA,E,The LearnRefNumber has not been returned,E
ILR1718,41,FD_ULN_MA,E,The ULN has not been returned,E
ILR1718,41,FD_Ethnicity_MA,E,The Ethnicity has not been returned,E
ILR1718,41,FD_Sex_MA,E,The Sex has not been returned,E
ILR1718,41,FD_LLDDHealthProb_MA,E,The LLDDHealthProb has not been returned,E
ILR1718,41,FD_PostcodePrior_MA,E,The PostcodePrior has not been returned,E
ILR1718,41,FD_Postcode_MA,E,The Postcode has not been returned,E
ILR1718,41,FD_LearnRefNumber_AL,E,The length of the value returned for LearnRefNumber is not between 1 and 12 characters,E
ILR1718,41,FD_PrevLearnRefNumber_AL,E,The length of the value returned for PrevLearnRefNumber is not between 1 and 12 characters,E
ILR1718,41,FD_PrevUKPRN_AL,E,The length of the value returned for PrevUKPRN is not between 1 and 8 characters,E
ILR1718,41,FD_PMUKPRN_AL,E,The length of the value returned for PMUKPRN is not between 1 and 8 characters,E
ILR1718,41,FD_ULN_AL,E,The length of the value returned for ULN is not between 1 and 10 characters,E
ILR1718,41,FD_FamilyName_AL,E,The length of the value returned for FamilyName is not between 1 and 100 characters,E
ILR1718,41,FD_GivenNames_AL,E,The length of the value returned for GivenNames is not between 1 and 100 characters,E
ILR1718,41,FD_Ethnicity_AL,E,The length of the value returned for Ethnicity is not between 1 and 2 characters,E
ILR1718,41,FD_Sex_AL,E,The value returned for Sex is not 1 character long,E
ILR1718,41,FD_LLDDHealthProb_AL,E,The value returned for LLDDHealthProb is not 1 character long,E
ILR1718,41,FD_NINumber_AL,E,The length of the value returned for NINumber is not between 1 and 9 characters,E
ILR1718,41,FD_PriorAttain_AL,E,The length of the value returned for PriorAttain is not between 1 and 2 characters,E
